"","station","num_fish","num_dets","first_det","last_det","mean_lat","mean_lon","animals"
"12","2021_008",19,243,2022-12-06 02:25:49,2024-08-08 06:33:40,45.9879987654322,-59.2401411111109,"SABMPA-1261739-2022-12-05 SABMPA-1261740-2022-12-05 SABMPA-1261741-2022-12-05 SABMPA-1261742-2022-12-05 SABMPA-1261745-2022-12-05 SABMPA-1261753-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261756-2022-12-05 SABMPA-1261760-2022-12-05 SABMPA-1261772-2022-12-05 SABMPA-1261773-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346215-2022-12-06 SABMPA-1346221-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-17-2023-10-06 SABMPA-MPA-SAB-23-MOR-19-2023-10-06 SABMPA-MPA-SAB-23-MOR-58-2023-11-26"
"13","2021_009",14,230,2022-12-06 01:53:15,2024-03-07 08:53:07,45.9879161304348,-59.2251639999997,"SABMPA-1261739-2022-12-05 SABMPA-1261740-2022-12-05 SABMPA-1261741-2022-12-05 SABMPA-1261756-2022-12-05 SABMPA-1261760-2022-12-05 SABMPA-1261763-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346214-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346218-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346226-2022-12-05"
"14","2021_010",16,752,2022-12-06 01:19:49,2024-08-14 05:12:59,45.9882078590434,-59.2127138430857,"SABMPA-1261741-2022-12-05 SABMPA-1261748-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261756-2022-12-05 SABMPA-1261757-2022-12-05 SABMPA-1261760-2022-12-05 SABMPA-1261763-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261772-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-02-2023-10-05 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05"
"15","2021_011",21,878,2022-12-06 02:10:05,2024-07-24 18:03:18,45.9880073234621,-59.1989789066062,"SABMPA-1261739-2022-12-05 SABMPA-1261740-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261756-2022-12-05 SABMPA-1261760-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261772-2022-12-05 SABMPA-1261773-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346213-2022-12-06 SABMPA-1346215-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346227-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-1346229-2022-12-05 SABMPA-MPA-SAB-23-MOR-02-2023-10-05 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05"
"16","2021_012",20,11917,2022-12-06 04:23:45,2024-08-17 14:12:40,45.9881699731416,-59.1855656171743,"SABMPA-1261740-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261760-2022-12-05 SABMPA-1261763-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261772-2022-12-05 SABMPA-1261773-2022-12-05 SABMPA-1261775-2022-12-05 SABMPA-1346211-2022-12-06 SABMPA-1346214-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346225-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-1346227-2022-12-05 SABMPA-1346228-2022-12-05"
"17","2021_013",23,971,2022-12-06 06:11:16,2024-07-08 03:24:09,45.9878298558193,-59.1708753347069,"SABMPA-1261740-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261763-2022-12-05 SABMPA-1261764-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261773-2022-12-05 SABMPA-1261775-2022-12-05 SABMPA-1346211-2022-12-06 SABMPA-1346214-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346221-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346227-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-1346229-2022-12-05 SABMPA-MPA-SAB-23-MOR-02-2023-10-05 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-60-2023-11-26"
"18","2021_014",15,868,2022-12-06 10:41:35,2024-06-16 21:58:29,45.9881651612904,-59.1584938709681,"SABMPA-1261740-2022-12-05 SABMPA-1261752-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261763-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261778-2022-12-05 SABMPA-1346211-2022-12-06 SABMPA-1346214-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346218-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346221-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-23-MOR-03-2023-10-05"
"19","2021_016",22,723,2022-12-13 10:32:08,2024-07-20 01:20:38,45.9881661687409,-59.1315984647304,"SABMPA-1261740-2022-12-05 SABMPA-1261741-2022-12-05 SABMPA-1261745-2022-12-05 SABMPA-1261748-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261775-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1261778-2022-12-05 SABMPA-1346217-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05 SABMPA-MPA-SAB-23-MOR-17-2023-10-06 SABMPA-MPA-SAB-23-MOR-28-2023-10-06 SABMPA-MPA-SAB-23-MOR-40-2023-11-26 SABMPA-MPA-SAB-23-MOR-57-2023-11-26"
"20","2021_017",20,1015,2022-12-11 21:00:58,2024-07-19 23:41:59,45.9883039310353,-59.1184525517249,"SABMPA-1261739-2022-12-05 SABMPA-1261740-2022-12-05 SABMPA-1261741-2022-12-05 SABMPA-1261748-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261775-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346215-2022-12-06 SABMPA-1346217-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346221-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05 SABMPA-MPA-SAB-23-MOR-17-2023-10-06 SABMPA-MPA-SAB-23-MOR-28-2023-10-06 SABMPA-MPA-SAB-23-MOR-40-2023-11-26 SABMPA-MPA-SAB-23-MOR-64-2023-11-26"
"21","2021_018",15,239,2022-12-12 20:08:06,2024-07-19 19:05:40,45.9883758158995,-59.1054899163183,"SABMPA-1261739-2022-12-05 SABMPA-1261740-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261775-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346211-2022-12-06 SABMPA-1346214-2022-12-06 SABMPA-1346215-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346225-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-19-2023-10-06 SABMPA-MPA-SAB-23-MOR-28-2023-10-06 SABMPA-MPA-SAB-23-MOR-64-2023-11-26"
"22","2021_019",8,154,2023-05-09 14:25:16,2024-05-25 11:17:32,45.9883464935064,-59.0919338961036,"SABMPA-1261739-2022-12-05 SABMPA-1261740-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1346215-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-MPA-SAB-23-MOR-28-2023-10-06 SABMPA-MPA-SAB-23-MOR-41-2023-11-26 SABMPA-MPA-SAB-23-MOR-64-2023-11-26"
"23","2021_020",12,140,2022-12-08 12:53:21,2024-05-25 12:01:30,45.9883953571429,-59.0788735714285,"SABMPA-1261740-2022-12-05 SABMPA-1261753-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261759-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1346215-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-23-MOR-28-2023-10-06 SABMPA-MPA-SAB-23-MOR-41-2023-11-26"
"24","2021_021",6,89,2022-12-11 17:29:54,2024-03-22 12:30:57,45.98804247191,-59.0642124719102,"SABMPA-1261740-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261759-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261777-2022-12-05 SABMPA-1346223-2022-12-05"
"25","2021_022",5,96,2022-12-11 17:32:18,2023-07-07 14:55:26,45.98806,-59.05135,"SABMPA-1261755-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261777-2022-12-05 SABMPA-1346221-2022-12-06 SABMPA-1346223-2022-12-05"
"26","2021_023",5,40,2022-12-11 19:06:44,2024-06-24 15:36:22,45.9881860000001,-59.03877,"SABMPA-1261755-2022-12-05 SABMPA-1261777-2022-12-05 SABMPA-1346221-2022-12-06 SABMPA-MPA-SAB-23-MOR-19-2023-10-06 SABMPA-MPA-SAB-23-MOR-64-2023-11-26"
"27","2021_024",3,12,2022-12-13 15:27:39,2023-07-06 11:29:41,45.99334,-59.02769,"SABMPA-1261739-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1346221-2022-12-06"
"28","2021_025",5,35,2022-12-13 16:02:20,2023-12-22 18:38:00,45.9981408571429,-59.0170442857143,"SABMPA-1261739-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1346223-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05"
"29","2021_026",5,69,2022-12-13 16:58:52,2023-07-21 18:40:28,46.0031899999999,-59.0058399999999,"SABMPA-1261739-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-1346226-2022-12-05"
"30","2021_027",1,33,2022-12-15 04:03:19,2022-12-15 05:12:11,46.00815,-58.99471,"SABMPA-1346226-2022-12-05"
"31","2021_028",1,12,2022-12-15 05:36:47,2022-12-15 06:30:19,46.01304,-58.98382,"SABMPA-1346226-2022-12-05"
"32","2021_029",3,18,2022-12-15 06:43:30,2024-03-27 21:14:02,46.0180877777778,-58.9729633333333,"SABMPA-1261752-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-60-2023-11-26"
"33","2021_030",2,15,2022-12-21 17:57:08,2023-12-05 12:10:26,46.0230133333333,-58.9613986666667,"SABMPA-1261752-2022-12-05 SABMPA-1346214-2022-12-06"
"34","2021_032",4,55,2022-12-14 11:59:15,2023-12-22 18:28:53,46.0333250909091,-58.9397512727273,"SABMPA-1261775-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346223-2022-12-05"
"35","2021_033",5,59,2022-12-14 12:56:15,2023-06-29 13:49:17,46.03757,-58.92871,"SABMPA-1261755-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346221-2022-12-06 SABMPA-1346223-2022-12-05"
"36","2021_034",6,94,2022-12-06 17:51:47,2023-12-09 11:03:44,46.0426970212766,-58.9175889361702,"SABMPA-1261770-2022-12-05 SABMPA-1261775-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346221-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346223-2022-12-05"
"37","2021_035",5,243,2022-12-06 23:49:12,2023-12-04 07:17:36,46.0476499176955,-58.9062550617286,"SABMPA-1261755-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346223-2022-12-05"
"38","2021_036",3,35,2022-12-15 09:46:49,2023-12-21 22:42:08,46.0527937142857,-58.8950348571429,"SABMPA-1261755-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05"
"39","2021_037",6,103,2022-12-08 11:31:47,2023-12-21 22:51:36,46.0577781553398,-58.8839221359224,"SABMPA-1261769-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346223-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05"
"40","2021_038",7,130,2022-12-08 14:05:51,2024-07-06 19:27:45,46.0629281538461,-58.8727106153846,"SABMPA-1261769-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346223-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-30-2023-11-26"
"41","2021_039",5,54,2022-12-16 01:24:45,2024-07-06 18:30:27,46.0678253703703,-58.8620633333333,"SABMPA-1261748-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-30-2023-11-26"
"42","2021_040",5,56,2022-12-16 09:56:10,2024-01-05 13:16:21,46.0724526785714,-58.8508732142857,"SABMPA-1261748-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-MPA-SAB-23-MOR-61-2023-11-26"
"43","2021_041",7,145,2022-12-15 16:28:57,2024-07-16 14:49:23,46.0770740689655,-58.8401940689655,"SABMPA-1261746-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261770-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346220-2022-12-06 SABMPA-1346223-2022-12-05 SABMPA-MPA-SAB-23-MOR-04-2023-10-05"
"44","2021_043",8,130,2022-12-14 14:53:38,2024-07-15 20:49:56,46.08707,-58.8179299999998,"SABMPA-1261755-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-23-MOR-61-2023-11-26"
"45","2021_044",7,186,2023-01-20 23:40:09,2024-01-14 13:27:21,46.0916355913977,-58.8069077419357,"SABMPA-1261748-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346224-2022-12-05"
"46","2021_045",9,250,2022-12-19 01:58:13,2024-01-14 14:00:27,46.0966416000001,-58.7966677199999,"SABMPA-1261748-2022-12-05 SABMPA-1261754-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1261777-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346224-2022-12-05"
"47","2021_046",9,505,2022-12-17 17:05:42,2025-01-01 09:06:18,46.1015688316831,-58.7853011089108,"SABMPA-1261748-2022-12-05 SABMPA-1261755-2022-12-05 SABMPA-1261776-2022-12-05 SABMPA-1346214-2022-12-06 SABMPA-1346221-2022-12-06 SABMPA-MPA-SAB-23-MOR-04-2023-10-05 SABMPA-MPA-SAB-23-MOR-30-2023-11-26 SABMPA-MPA-SAB-23-MOR-67-2023-11-26 SABMPA-MPA-SAB-24-MOR-27-2024-12-04"
"48","3",1,84,2023-05-31 05:32:37.3534,2023-06-09 07:35:04.3818,46.6855799999999,-61.12214,"SABMPA-1261769-2022-12-05"
"49","7",2,96,2023-05-07 16:24:55.508,2023-06-09 09:23:15.4826,46.7046799999999,-61.1210600000001,"SABMPA-1261767-2022-12-05 SABMPA-1261769-2022-12-05"
"50","9",1,8,2023-06-15 07:11:14.7059,2023-06-15 08:26:01.9919,46.72989,-61.1308,"SABMPA-1346222-2022-12-05"
"51","CABOT NORD",3,23,2018-11-18 05:10:30,2024-05-09 04:11:34,48.04083,-61.16233,"SABMPA-MPA-SAB-0026 SABMPA-MPA-SAB-0040 SABMPA-MPA-SAB-23-MOR-60-2023-11-26"
"52","CBS003",8,106,2018-05-07 02:23:17,2025-05-06 02:19:29,47.0423613207547,-60.3711620754717,"SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-MPA-SAB-0038 SABMPA-MPA-SAB-0052 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-58-2023-11-26 SABMPA-MPA-SAB-23-MOR-60-2023-11-26 SABMPA-MPA-SAB-24-MOR-05-2024-12-04"
"53","CBS004",15,216,2023-03-19 14:27:47,2025-05-28 11:48:31,47.0473544444445,-60.3637141666664,"SABMPA-1261746-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-23-MOR-10-2023-10-06 SABMPA-MPA-SAB-23-MOR-30-2023-11-26 SABMPA-MPA-SAB-23-MOR-58-2023-11-26 SABMPA-MPA-SAB-23-MOR-60-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-05-2024-12-04 SABMPA-MPA-SAB-24-MOR-26-2024-12-04 SABMPA-MPA-SAB-24-MOR-30-2024-12-04"
"54","CBS005",15,157,2018-05-14 17:56:37,2025-05-28 12:34:24,47.0525217197452,-60.3564569426751,"SABMPA-1261769-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346219-2022-12-06 SABMPA-1346220-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0044 SABMPA-MPA-SAB-0046 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-11-2023-10-06 SABMPA-MPA-SAB-23-MOR-30-2023-11-26 SABMPA-MPA-SAB-23-MOR-59-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-14-2024-12-04"
"55","CBS006",16,143,2018-05-11 14:59:26,2025-05-28 12:49:41,47.057303916084,-60.3491934965036,"SABMPA-1261746-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-1346226-2022-12-05 SABMPA-MPA-SAB-0046 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-10-2023-10-06 SABMPA-MPA-SAB-23-MOR-11-2023-10-06 SABMPA-MPA-SAB-23-MOR-30-2023-11-26 SABMPA-MPA-SAB-23-MOR-59-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-14-2024-12-04"
"56","CBS007",12,98,2018-05-11 14:52:55,2025-05-13 20:34:39,47.062094489796,-60.3416204081632,"SABMPA-1261746-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346220-2022-12-06 SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-0038 SABMPA-MPA-SAB-0055 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-10-2023-10-06 SABMPA-MPA-SAB-23-MOR-30-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-13-2024-12-04"
"57","CBS008",10,96,2018-06-11 02:27:54,2025-05-13 20:49:01,47.06703625,-60.3343534375001,"SABMPA-1261746-2022-12-05 SABMPA-1346220-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-MPA-SAB-0038 SABMPA-MPA-SAB-23-MOR-03-2023-10-05 SABMPA-MPA-SAB-23-MOR-10-2023-10-06 SABMPA-MPA-SAB-23-MOR-30-2023-11-26 SABMPA-MPA-SAB-23-MOR-58-2023-11-26 SABMPA-MPA-SAB-24-MOR-02-2024-12-04 SABMPA-MPA-SAB-24-MOR-13-2024-12-04"
"58","CBS009",10,151,2018-05-07 14:29:32,2025-04-15 18:42:35,47.0718326490066,-60.3266947019866,"SABMPA-1261739-2022-12-05 SABMPA-1261746-2022-12-05 SABMPA-1261767-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-0024 SABMPA-MPA-SAB-23-MOR-08-2023-10-06 SABMPA-MPA-SAB-23-MOR-58-2023-11-26 SABMPA-MPA-SAB-24-MOR-13-2024-12-04 SABMPA-MPA-SAB-24-MOR-14-2024-12-04"
"59","CBS010",5,52,2023-04-09 04:25:46,2025-04-15 16:18:37,47.0771376923077,-60.3195663461538,"SABMPA-1261754-2022-12-05 SABMPA-1261764-2022-12-05 SABMPA-1346222-2022-12-05 SABMPA-1346224-2022-12-05 SABMPA-MPA-SAB-24-MOR-14-2024-12-04"
"60","CBS011",4,951,2023-04-08 22:06:39,2024-07-14 11:19:07,47.0816899999996,-60.3121899999989,"SABMPA-1261754-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346222-2022-12-05 SABMPA-MPA-SAB-23-MOR-10-2023-10-06"
"61","CBS012",5,97,2023-04-03 22:29:39,2024-07-14 07:30:38,47.0867199999999,-60.3050599999999,"SABMPA-1261764-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346222-2022-12-05 SABMPA-MPA-SAB-23-MOR-10-2023-10-06 SABMPA-MPA-SAB-23-MOR-61-2023-11-26"
"62","CBS013",6,65,2020-06-12 22:41:00,2024-04-27 00:24:05,47.0915853846154,-60.2974827692308,"SABMPA-1261764-2022-12-05 SABMPA-1261769-2022-12-05 SABMPA-1346212-2022-12-06 SABMPA-1346222-2022-12-05 SABMPA-MPA-SAB-0020 SABMPA-MPA-SAB-23-MOR-61-2023-11-26"
"63","CBS014",3,26,2019-07-24 13:53:43,2025-03-24 16:03:19,47.0963880769231,-60.2902057692308,"SABMPA-1346212-2022-12-06 SABMPA-MPA-SAB-0040 SABMPA-MPA-SAB-23-MOR-58-2023-11-26"
"64","CBS015",5,84,2018-06-20 16:49:17,2025-03-24 09:32:20,47.1013292857143,-60.2826271428572,"SABMPA-1346222-2022-12-05 SABMPA-1346228-2022-12-05 SABMPA-MPA-SAB-0026 SABMPA-MPA-SAB-0044 SABMPA-MPA-SAB-23-MOR-58-2023-11-26"
"65","CBS016",1,18,2018-06-06 03:28:02,2018-06-06 05:00:35,47.10628,-60.27528,"SABMPA-MPA-SAB-0046"
"66","CBS017",3,24,2022-12-16 01:01:55,2024-02-21 17:23:14,47.1116025,-60.26815,"SABMPA-1261754-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346228-2022-12-05"
"67","CBS018",3,83,2022-12-16 01:40:35,2024-02-23 11:23:21,47.1163069879518,-60.2605642168674,"SABMPA-1261754-2022-12-05 SABMPA-1346219-2022-12-06 SABMPA-1346228-2022-12-05"
