ANIMAL_ID,TAG_MODEL,TAG_SERIAL_NUMBER,TAG_ID_CODE,TAG_CODE_SPACE,TAG_ACTIVATION_DATE,EST_TAG_LIFE,COMMON_NAME_E,SCIENTIFIC_NAME,CAPTURE_LOCATION,LENGTH_m,RELEASE_LOCATION,RELEASE_LATITUDE,RELEASE_LONGITUDE,UTC_RELEASE_DATE_TIME,LOCATION,SPECIES,YEAR,FISH_NUM
SAB-HIP-21-1,V13TP,1283876,14985,A69-9006,2021-08-30,917,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.13,St. Anns Bank MPA,46.12233,-59.54,2021-08-30T16:00:00,SAB,HIP,21,1
SAB-HIP-21-2,V13TP,1283880,14993,A69-9006,2021-08-30,917,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.190,St. Anns Bank MPA,46.1263,-59.5463,2021-08-30T16:43:00,SAB,HIP,21,2
SAB-HIP-22-3,V13TP-1x,1283883,14999,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.330,St. Anns Bank MPA,46.18639,-59.57,2022-11-01T04:06:00,SAB,HIP,22,3
SAB-HIP-22-4,V13TP-1x,1283885,15003,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.660,St. Anns Bank MPA,45.94333,-59.46417,2022-11-01T04:07:00,SAB,HIP,22,4
SAB-HIP-22-5,V13TP-1x,1283881,14995,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.000,St. Anns Bank MPA,45.94278,-59.60639,2022-11-01T04:08:00,SAB,HIP,22,5
SAB-HIP-22-6,V13TP-1x,1283882,14997,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.360,St. Anns Bank MPA,46.17333,-59.64056,2022-11-01T04:09:00,SAB,HIP,22,6
SAB-HIP-22-7,V13TP-1x,1283879,14991,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.340,St. Anns Bank MPA,46.16056,-59.50167,2022-11-01T04:10:00,SAB,HIP,22,7
SAB-HIP-22-8,V13TP-1x,1283888,15009,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.410,St. Anns Bank MPA,46.14889,-59.47972,2022-11-01T04:11:00,SAB,HIP,22,8
SAB-HIP-22-9,V13TP-1x,1283884,15001,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.170,St. Anns Bank MPA,45.98472,-59.76306,2022-11-01T04:12:00,SAB,HIP,22,9
SAB-HIP-22-10,V13TP-1x,1283878,14989,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,0.915,St. Anns Bank MPA,45.98194,-59.76444,2022-11-01T04:13:00,SAB,HIP,22,10
SAB-HIP-22-11,V13TP-1x,1283877,14987,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,0.610,St. Anns Bank MPA,45.935,-59.70889,2022-11-01T04:14:00,SAB,HIP,22,11
SAB-HIP-22-12,V13TP-1x,1283895,15023,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.720,St. Anns Bank MPA,46.01222,-59.45528,2022-11-01T04:15:00,SAB,HIP,22,12
SAB-HIP-22-13,V13TP-1x,1283894,15021,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.750,St. Anns Bank MPA,46.00667,-59.47722,2022-11-01T04:16:00,SAB,HIP,22,13
SAB-HIP-22-14,V13TP-1x,1283890,15013,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.630,St. Anns Bank MPA,46.00583,-59.4925,2022-11-01T04:17:00,SAB,HIP,22,14
SAB-HIP-22-15,V13TP-1x,1283893,15019,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.310,St. Anns Bank MPA,46.00583,-59.49972,2022-11-01T04:18:00,SAB,HIP,22,15
SAB-HIP-22-16,V13TP-1x,1283891,15015,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.220,St. Anns Bank MPA,45.99472,-59.27,2022-11-01T04:19:00,SAB,HIP,22,16
SAB-HIP-22-17,V13TP-1x,1283892,15017,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.060,St. Anns Bank MPA,46.0225,-59.30972,2022-11-01T04:20:00,SAB,HIP,22,17
SAB-HIP-22-18,V13TP-1x,1283889,15011,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.100,St. Anns Bank MPA,45.94111,-59.66833,2022-11-01T04:21:00,SAB,HIP,22,18
SAB-HIP-22-19,V13TP-1x,1283887,15007,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,0.890,St. Anns Bank MPA,46.17417,-59.48667,2022-11-01T04:22:00,SAB,HIP,22,19
SAB-HIP-22-20,V13TP-1x,1283904,15041,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.200,St. Anns Bank MPA,46.01306,-59.38806,2022-11-01T04:24:00,SAB,HIP,22,20
SAB-HIP-22-21,V13TP-1x,1283902,15037,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.580,St. Anns Bank MPA,45.9725,-59.36639,2022-11-01T04:25:00,SAB,HIP,22,21
SAB-HIP-22-22,V13TP-1x,1283901,15035,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.100,St. Anns Bank MPA,46.04083,-59.36417,2022-11-01T04:26:00,SAB,HIP,22,22
SAB-HIP-22-23,V13TP-1x,1283900,15033,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.210,St. Anns Bank MPA,46.02389,-59.245,2022-11-01T04:27:00,SAB,HIP,22,23
SAB-HIP-22-24,V13TP-1x,1283897,15027,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.080,St. Anns Bank MPA,46.03444,-59.24056,2022-11-01T04:28:00,SAB,HIP,22,24
SAB-HIP-22-25,V13TP-1x,1283898,15029,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.020,St. Anns Bank MPA,46.10861,-59.31861,2022-11-01T04:29:00,SAB,HIP,22,25
SAB-HIP-22-26,V13TP-1x,1283903,15039,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.220,St. Anns Bank MPA,46.11861,-59.27611,2022-11-01T04:30:00,SAB,HIP,22,26
SAB-HIP-22-27,V13TP-1x,1283899,15031,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.820,St. Anns Bank MPA,46.01528,-59.42361,2022-11-01T04:31:00,SAB,HIP,22,27
SAB-HIP-22-28,V13TP-1x,1283896,15025,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.650,St. Anns Bank MPA,46.01278,-59.45056,2022-11-01T04:32:00,SAB,HIP,22,28
SAB-HIP-22-29,V13TP-1x,1283886,15005,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.120,St. Anns Bank MPA,46.18667,-59.56611,2022-11-01T04:33:00,SAB,HIP,22,29
SAB-HIP-22-30,V13TP-1x,1283908,15049,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.680,St. Anns Bank MPA,45.97139,-59.405,2022-11-01T04:33:00,SAB,HIP,22,30
SAB-HIP-22-31,V13TP-1x,1283905,15043,A69-9006,2022-11-01,530,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.100,St. Anns Bank MPA,46.0075,-59.42667,2022-11-01T04:34:00,SAB,HIP,22,31
SAB-HIP-22-32,V13TP-1x,1283907,15047,A69-9006,2022-12-05,500,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.870,St. Anns Bank MPA,45.95472,-59.27361,2022-12-05T18:21:00,SAB,HIP,22,32
SAB-HIP-22-33,V13TP-1x,1283906,15045,A69-9006,2022-12-05,500,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.380,St. Anns Bank MPA,45.97889,-59.24083,2022-12-05T20:01:00,SAB,HIP,22,33
SAB-HIP-22-34,V13TP-1x,1283925,15083,A69-9006,2022-12-05,500,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.470,St. Anns Bank MPA,45.98667,-59.20944,2022-12-05T22:10:00,SAB,HIP,22,34
SAB-HIP-22-35,V13TP-1x,1283924,15081,A69-9006,2022-12-05,500,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.190,St. Anns Bank MPA,45.98806,-59.19111,2022-12-05T23:09:00,SAB,HIP,22,35
SAB-HIP-22-36,V13TP-1x,1283911,15055,A69-9006,2022-12-06,500,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.130,St. Anns Bank MPA,45.97472,-59.20972,2022-12-06T00:31:00,SAB,HIP,22,36
SAB-HIP-22-37,V13TP-1x,1283910,15053,A69-9006,2022-12-06,500,Atlantic halibut,Hippoglossus hippoglossus,St. Anns Bank MPA,1.350,St. Anns Bank MPA,45.97444,-59.22139,2022-12-06T00:57:00,SAB,HIP,22,37
SAB-LUP-16-1,V13-1x,1220606,57336,A69-1601,2016-06-11T12:15:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.6,Southern St.Anns Bank,45.94486,-59.0126,2016-06-11T12:32:00,SAB,LUP,16,1
SAB-LUP-16-2,V13-1x,1220605,57335,A69-1601,2016-06-11T12:40:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.67,Southern St.Anns Bank,45.95511,-59.01846,2016-06-11T12:58:00,SAB,LUP,16,2
SAB-LUP-16-3,V13-1x,1220597,57327,A69-1601,2016-06-11T13:30:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.55,Southern St.Anns Bank,45.98226,-59.05045,2016-06-11T13:49:00,SAB,LUP,16,3
SAB-LUP-16-4,V13-1x,1220598,57328,A69-1601,2016-06-11T14:49:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.52,Southern St.Anns Bank,45.99226,-59.11485,2016-06-11T15:09:00,SAB,LUP,16,4
SAB-LUP-16-5,V13-1x,1220599,57329,A69-1601,2016-06-11T15:20:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.5,Southern St.Anns Bank,46.00416,-59.153,2016-06-11T15:54:00,SAB,LUP,16,5
SAB-LUP-16-6,V13-1x,1220600,57330,A69-1601,2016-06-11T20:32:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.5,Southern St.Anns Bank,45.99868,-59.16113,2016-06-11T20:52:00,SAB,LUP,16,6
SAB-LUP-16-7,V13-1x,1220601,57331,A69-1601,2016-06-11T21:07:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.49,Southern St.Anns Bank,45.99683,-59.16333,2016-06-11T21:27:00,SAB,LUP,16,7
SAB-LUP-16-8,V13-1x,1220602,57332,A69-1601,2016-06-12T10:00:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.51,Southern St.Anns Bank,46.0108,-59.14748,2016-06-12T10:26:00,SAB,LUP,16,8
SAB-LUP-16-9,V13-1x,1220603,57333,A69-1601,2016-06-12T13:05:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.46,Southern St.Anns Bank,46.02588,-59.1794,2016-06-12T13:23:00,SAB,LUP,16,9
SAB-LUP-16-10,V13-1x,1220607,57337,A69-1601,2016-06-12T15:05:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.59,Southern St.Anns Bank,46.00461,-59.14621,2016-06-12T15:25:00,SAB,LUP,16,10
SAB-LUP-16-11,V13-1x,1220608,57338,A69-1601,2016-06-12T15:40:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.57,Southern St.Anns Bank,46.01516,-59.19333,2016-06-12T15:56:00,SAB,LUP,16,11
SAB-LUP-16-12,V13-1x,1236073,55028,A69-1601,2016-06-12T17:00:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.5,Southern St.Anns Bank,46.00328,-59.15143,2016-06-12T17:37:00,SAB,LUP,16,12
SAB-LUP-16-13,V13-1x,1236074,55029,A69-1601,2016-06-12T17:20:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.45,Southern St.Anns Bank,46.00328,-59.15143,2016-06-12T17:37:00,SAB,LUP,16,13
SAB-LUP-16-14,V13-1x,1236075,55030,A69-1601,2016-06-12T19:21:00,1583,Atlantic Striped wolffish,Anarhichas lupus,Southern St.Anns Bank,0.42,Southern St.Anns Bank,46.00335,-59.15628,2016-06-12T19:21:00,SAB,LUP,16,14
SAB-MOR-16-1,V13-1x,1210150,59681,A69-1601,2016-06-11T15:51:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.6,Southern St.Anns Bank,46.00418333,-59.15351667,2016-06-11T15:53:00,SAB,MOR,16,1
SAB-MOR-16-2,V13-1x,1210152,59683,A69-1601,2016-06-12T01:23:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.43,Southern St.Anns Bank,45.99535,-59.1627,2016-06-12T01:25:00,SAB,MOR,16,2
SAB-MOR-16-3,V13-1x,1210151,59682,A69-1601,2016-06-12T01:58:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.36,Southern St.Anns Bank,45.98038333,-59.16051667,2016-06-12T02:00:00,SAB,MOR,16,3
SAB-MOR-16-4,V13-1x,1210153,59684,A69-1601,2016-06-12T02:46:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.56,Southern St.Anns Bank,46.01133333,-59.19533333,2016-06-12T02:48:00,SAB,MOR,16,4
SAB-MOR-16-5,V13-1x,1210154,59685,A69-1601,2016-06-12T03:11:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.53,Southern St.Anns Bank,46.03706667,-59.17248333,2016-06-12T03:13:00,SAB,MOR,16,5
SAB-MOR-16-6,V13-1x,1210155,59686,A69-1601,2016-06-12T10:18:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.69,Southern St.Anns Bank,46.0108,-59.14748333,2016-06-12T10:26:00,SAB,MOR,16,6
SAB-MOR-16-7,V13-1x,1213840,58627,A69-1601,2016-06-12T10:20:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.44,Southern St.Anns Bank,46.0108,-59.14748333,2016-06-12T10:26:00,SAB,MOR,16,7
SAB-MOR-16-8,V13-1x,1213841,58628,A69-1601,2016-06-12T10:22:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.43,Southern St.Anns Bank,46.0108,-59.14748333,2016-06-12T10:26:00,SAB,MOR,16,8
SAB-MOR-16-9,V13-1x,1213842,58629,A69-1601,2016-06-12T10:24:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.5,Southern St.Anns Bank,46.0108,-59.14748333,2016-06-12T10:26:00,SAB,MOR,16,9
SAB-MOR-16-10,V13-1x,1213846,58633,A69-1601,2016-06-12T10:58:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.57,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,10
SAB-MOR-16-11,V13-1x,1213847,58634,A69-1601,2016-06-12T11:00:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.48,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,11
SAB-MOR-16-12,V13-1x,1213848,58635,A69-1601,2016-06-12T11:02:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.34,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,12
SAB-MOR-16-13,V13-1x,1210195,59726,A69-1601,2016-06-12T11:04:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.59,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,13
SAB-MOR-16-14,V13-1x,1210196,59727,A69-1601,2016-06-12T11:06:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.46,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,14
SAB-MOR-16-15,V13-1x,1210197,59728,A69-1601,2016-06-12T11:08:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.37,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,15
SAB-MOR-16-16,V13-1x,1210210,59741,A69-1601,2016-06-12T11:10:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.5,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,16
SAB-MOR-16-17,V13-1x,1210211,59742,A69-1601,2016-06-12T11:12:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.45,Southern St.Anns Bank,45.99998333,-59.15403333,2016-06-12T11:14:00,SAB,MOR,16,17
SAB-MOR-16-18,V13-1x,1213885,58672,A69-1601,2016-06-12T11:24:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.6,Southern St.Anns Bank,45.99998333,-59.15168333,2016-06-12T11:28:00,SAB,MOR,16,18
SAB-MOR-16-19,V13-1x,1213886,58673,A69-1601,2016-06-12T11:26:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.55,Southern St.Anns Bank,45.99998333,-59.15168333,2016-06-12T11:28:00,SAB,MOR,16,19
SAB-MOR-16-20,V13-1x,1213887,58674,A69-1601,2016-06-12T11:40:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.59,Southern St.Anns Bank,45.99758333,-59.17366667,2016-06-12T11:42:00,SAB,MOR,16,20
SAB-MOR-16-21,V13-1x,1213876,58663,A69-1601,2016-06-12T13:21:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.52,Southern St.Anns Bank,46.02588333,-59.1794,2016-06-12T13:23:00,SAB,MOR,16,21
SAB-MOR-16-22,V13-1x,1213877,58664,A69-1601,2016-06-12T13:59:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.54,Southern St.Anns Bank,46.00911667,-59.15203333,2016-06-12T14:03:00,SAB,MOR,16,22
SAB-MOR-16-23,V13-1x,1213878,58665,A69-1601,2016-06-12T14:01:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.57,Southern St.Anns Bank,46.00911667,-59.15203333,2016-06-12T14:03:00,SAB,MOR,16,23
SAB-MOR-16-24,V13-1x,1213879,58666,A69-1601,2016-06-12T14:40:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.49,Southern St.Anns Bank,46.00565,-59.1536,2016-06-12T14:50:00,SAB,MOR,16,24
SAB-MOR-16-25,V13-1x,1213880,58667,A69-1601,2016-06-12T14:42:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.47,Southern St.Anns Bank,46.00565,-59.1536,2016-06-12T14:50:00,SAB,MOR,16,25
SAB-MOR-16-26,V13-1x,1213881,58668,A69-1601,2016-06-12T14:44:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.42,Southern St.Anns Bank,46.00565,-59.1536,2016-06-12T14:50:00,SAB,MOR,16,26
SAB-MOR-16-27,V13-1x,1213867,58654,A69-1601,2016-06-12T14:46:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.59,Southern St.Anns Bank,46.00565,-59.1536,2016-06-12T14:50:00,SAB,MOR,16,27
SAB-MOR-16-28,V13-1x,1213868,58655,A69-1601,2016-06-12T14:48:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.42,Southern St.Anns Bank,46.00565,-59.1536,2016-06-12T14:50:00,SAB,MOR,16,28
SAB-MOR-16-29,V13-1x,1213869,58656,A69-1601,2016-06-12T15:21:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.56,Southern St.Anns Bank,46.00461667,-59.14621667,2016-06-12T15:25:00,SAB,MOR,16,29
SAB-MOR-16-30,V13-1x,1213873,58660,A69-1601,2016-06-12T15:23:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.46,Southern St.Anns Bank,46.00461667,-59.14621667,2016-06-12T15:25:00,SAB,MOR,16,30
SAB-MOR-16-31,V13-1x,1213874,58661,A69-1601,2016-06-12T16:16:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.49,Southern St.Anns Bank,46.02516667,-59.18323333,2016-06-12T16:20:00,SAB,MOR,16,31
SAB-MOR-16-32,V13-1x,1213875,58662,A69-1601,2016-06-12T16:18:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.51,Southern St.Anns Bank,46.02516667,-59.18323333,2016-06-12T16:20:00,SAB,MOR,16,32
SAB-MOR-16-33,V13-1x,1210171,59702,A69-1601,2016-06-12T16:46:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.58,Southern St.Anns Bank,46.03633333,-59.15116667,2016-06-12T16:48:00,SAB,MOR,16,33
SAB-MOR-16-34,V13-1x,1210172,59703,A69-1601,2016-06-12T17:35:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.52,Southern St.Anns Bank,46.00328333,-59.15143333,2016-06-12T17:37:00,SAB,MOR,16,34
SAB-MOR-16-35,V13-1x,1210173,59704,A69-1601,2016-06-12T18:02:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.71,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,35
SAB-MOR-16-36,V13-1x,1210177,59708,A69-1601,2016-06-12T18:04:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.58,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,36
SAB-MOR-16-37,V13-1x,1210178,59709,A69-1601,2016-06-12T18:06:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.58,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,37
SAB-MOR-16-38,V13-1x,1210179,59710,A69-1601,2016-06-12T18:08:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.43,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,38
SAB-MOR-16-39,V13-1x,1210138,59669,A69-1601,2016-06-12T18:10:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.6,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,39
SAB-MOR-16-40,V13-1x,1210139,59670,A69-1601,2016-06-12T18:12:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.46,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,40
SAB-MOR-16-41,V13-1x,1210140,59671,A69-1601,2016-06-12T18:14:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.46,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,41
SAB-MOR-16-42,V13-1x,1210144,59675,A69-1601,2016-06-12T18:16:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.56,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,42
SAB-MOR-16-43,V13-1x,1210145,59676,A69-1601,2016-06-12T18:18:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.47,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,43
SAB-MOR-16-44,V13-1x,1210146,59677,A69-1601,2016-06-12T18:20:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.41,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,44
SAB-MOR-16-45,V13-1x,1213843,58630,A69-1601,2016-06-12T18:22:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.4,Southern St.Anns Bank,46.03473333,-59.15408333,2016-06-12T18:24:00,SAB,MOR,16,45
SAB-MOR-16-46,V13-1x,1213844,58631,A69-1601,2016-06-12T19:11:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.39,Southern St.Anns Bank,46.00335,-59.15628333,2016-06-12T19:21:00,SAB,MOR,16,46
SAB-MOR-16-47,V13-1x,1213845,58632,A69-1601,2016-06-12T19:13:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.49,Southern St.Anns Bank,46.00335,-59.15628333,2016-06-12T19:21:00,SAB,MOR,16,47
SAB-MOR-16-48,V13-1x,1213849,58636,A69-1601,2016-06-12T19:15:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.53,Southern St.Anns Bank,46.00335,-59.15628333,2016-06-12T19:21:00,SAB,MOR,16,48
SAB-MOR-16-49,V13-1x,1213850,58637,A69-1601,2016-06-12T19:17:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.35,Southern St.Anns Bank,46.00335,-59.15628333,2016-06-12T19:21:00,SAB,MOR,16,49
SAB-MOR-16-50,V13-1x,1213851,58638,A69-1601,2016-06-12T19:19:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.41,Southern St.Anns Bank,46.00335,-59.15628333,2016-06-12T19:21:00,SAB,MOR,16,50
SAB-MOR-16-51,V13-1x,1210126,59657,A69-1601,2016-06-12T19:45:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.48,Southern St.Anns Bank,46.0148,-59.16958333,2016-06-12T20:01:00,SAB,MOR,16,51
SAB-MOR-16-52,V13-1x,1210127,59658,A69-1601,2016-06-12T19:47:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.4,Southern St.Anns Bank,46.0148,-59.16958333,2016-06-12T20:01:00,SAB,MOR,16,52
SAB-MOR-16-53,V13-1x,1210128,59659,A69-1601,2016-06-12T19:49:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.37,Southern St.Anns Bank,46.0148,-59.16958333,2016-06-12T20:01:00,SAB,MOR,16,53
SAB-MOR-16-54,V13-1x,1210132,59663,A69-1601,2016-06-12T19:51:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.46,Southern St.Anns Bank,46.0148,-59.16958333,2016-06-12T20:01:00,SAB,MOR,16,54
SAB-MOR-16-55,V13-1x,1210133,59664,A69-1601,2016-06-12T19:53:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.42,Southern St.Anns Bank,46.0148,-59.16958333,2016-06-12T20:01:00,SAB,MOR,16,55
SAB-MOR-16-56,V13-1x,1210134,59665,A69-1601,2016-06-12T19:55:00,500,Atlantic cod,Gadus morhua,Southern St.Anns Bank,0.49,Southern St.Anns Bank,46.0148,-59.16958333,2016-06-12T20:01:00,SAB,MOR,16,56
